Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,HDOP,UTM_easting,UTM_northing,UTC,Zone,Letter
1675377925.32001,88,224525,0,GPS1_Frame,42.30743408203125,-71.10772705078125,19.4 M,2.5999999046325684,326282.21875,4686062.5,224525.0,19,T
1675377926.3195922,89,224526,0,GPS1_Frame,42.30742645263672,-71.10772705078125,19.4 M,2.5999999046325684,326281.9375,4686062.0,224526.0,19,T
1675377927.320592,90,224527,0,GPS1_Frame,42.30742263793945,-71.10773468017578,19.4 M,2.5999999046325684,326281.5,4686061.5,224527.0,19,T
1675377928.3218994,91,224528,0,GPS1_Frame,42.30741882324219,-71.10773468017578,19.4 M,2.5999999046325684,326281.21875,4686060.5,224528.0,19,T
1675377929.32231,92,224529,0,GPS1_Frame,42.30741500854492,-71.10774230957031,19.4 M,2.5999999046325684,326280.78125,4686060.0,224529.0,19,T
1675377930.3236842,93,224530,0,GPS1_Frame,42.30740737915039,-71.10774993896484,19.4 M,2.5999999046325684,326280.375,4686059.5,224530.0,19,T
1675377931.3221753,94,224531,0,GPS1_Frame,42.307403564453125,-71.10774993896484,19.4 M,2.5999999046325684,326279.9375,4686059.0,224531.0,19,T
1675377932.32199,95,224532,0,GPS1_Frame,42.30739974975586,-71.10775756835938,19.4 M,2.5999999046325684,326279.65625,4686058.5,224532.0,19,T
1675377933.3223672,96,224533,0,GPS1_Frame,42.30739212036133,-71.10775756835938,19.4 M,2.5999999046325684,326279.21875,4686058.0,224533.0,19,T
1675377934.3225324,97,224534,0,GPS1_Frame,42.30738830566406,-71.1077651977539,19.4 M,2.5999999046325684,326278.9375,4686057.5,224534.0,19,T
1675377935.3221903,98,224535,0,GPS1_Frame,42.3073844909668,-71.1077651977539,19.4 M,2.5999999046325684,326278.5,4686057.0,224535.0,19,T
1675377936.323397,99,224536,0,GPS1_Frame,42.307376861572266,-71.10777282714844,19.4 M,2.5999999046325684,326278.09375,4686056.5,224536.0,19,T
1675377937.320007,100,224537,0,GPS1_Frame,42.307376861572266,-71.10778045654297,19.4 M,1.2000000476837158,326277.53125,4686056.0,224537.0,19,T
1675377938.3203719,101,224538,0,GPS1_Frame,42.307369232177734,-71.1077880859375,19.4 M,1.2000000476837158,326276.96875,4686055.5,224538.0,19,T
1675377939.3200753,102,224539,0,GPS1_Frame,42.30736541748047,-71.10779571533203,19.4 M,1.2000000476837158,326276.40625,4686055.0,224539.0,19,T
1675377940.3200645,103,224540,0,GPS1_Frame,42.3073616027832,-71.10780334472656,19.4 M,1.2000000476837158,326275.84375,4686054.5,224540.0,19,T
1675377941.3200915,104,224541,0,GPS1_Frame,42.30735778808594,-71.10780334472656,19.4 M,1.2000000476837158,326275.40625,4686054.0,224541.0,19,T
1675377942.3215334,105,224542,0,GPS1_Frame,42.307350158691406,-71.1078109741211,19.4 M,1.2000000476837158,326274.96875,4686053.5,224542.0,19,T
1675377943.3205905,106,224543,0,GPS1_Frame,42.30734634399414,-71.10781860351562,19.3 M,1.2000000476837158,326274.5625,4686053.0,224543.0,19,T
1675377944.3200474,107,224544,0,GPS1_Frame,42.307342529296875,-71.10781860351562,19.3 M,1.2000000476837158,326274.0,4686052.5,224544.0,19,T
1675377945.3199906,108,224545,0,GPS1_Frame,42.307334899902344,-71.10782623291016,19.4 M,1.2000000476837158,326273.5625,4686052.0,224545.0,19,T
