Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,HDOP,UTM_easting,UTM_northing,UTC,Zone,Letter
1675378180.3188515,137,224940,0,GPS1_Frame,42.3075065612793,-71.10771179199219,19.0 M,1.2000000476837158,326283.25,4686070.5,224940.0,19,T
1675378181.324194,138,224941,0,GPS1_Frame,42.3075065612793,-71.10771179199219,19.0 M,1.2000000476837158,326283.25,4686070.5,224941.0,19,T
1675378182.3203228,139,224942,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.9 M,1.2000000476837158,326283.09375,4686070.5,224942.0,19,T
1675378183.3196788,140,224943,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.9 M,1.2000000476837158,326283.09375,4686070.5,224943.0,19,T
1675378184.318017,141,224944,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.9 M,1.2000000476837158,326283.09375,4686070.5,224944.0,19,T
1675378185.3192754,142,224945,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.9 M,1.2000000476837158,326283.09375,4686070.5,224945.0,19,T
1675378186.319046,143,224946,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.9 M,1.2000000476837158,326283.09375,4686070.5,224946.0,19,T
1675378187.3208077,144,224947,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.9 M,1.2000000476837158,326283.09375,4686070.5,224947.0,19,T
1675378188.3209503,145,224948,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.9 M,1.2000000476837158,326283.09375,4686070.5,224948.0,19,T
1675378189.3204863,146,224949,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.9 M,1.2000000476837158,326283.09375,4686070.5,224949.0,19,T
1675378190.321596,147,224950,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.9 M,1.2000000476837158,326283.09375,4686070.5,224950.0,19,T
1675378191.3213665,148,224951,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.9 M,1.2000000476837158,326283.09375,4686070.5,224951.0,19,T
1675378192.3207667,149,224952,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.9 M,1.2000000476837158,326283.09375,4686070.5,224952.0,19,T
1675378193.321015,150,224953,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.9 M,1.2000000476837158,326283.09375,4686070.5,224953.0,19,T
1675378194.3220174,151,224954,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.9 M,1.2000000476837158,326283.09375,4686070.5,224954.0,19,T
1675378195.321394,152,224955,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.8 M,1.2000000476837158,326283.09375,4686070.5,224955.0,19,T
1675378196.321161,153,224956,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.8 M,1.2000000476837158,326283.09375,4686070.5,224956.0,19,T
1675378197.3213582,154,224957,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.8 M,1.2000000476837158,326283.09375,4686070.5,224957.0,19,T
1675378198.3204527,155,224958,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.8 M,1.2000000476837158,326283.09375,4686070.5,224958.0,19,T
1675378199.321156,156,224959,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.8 M,1.2000000476837158,326283.09375,4686070.5,224959.0,19,T
1675378200.3208976,157,225000,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.8 M,1.2000000476837158,326283.09375,4686070.5,225000.0,19,T
1675378201.3205614,158,225001,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.8 M,1.2000000476837158,326283.09375,4686070.5,225001.0,19,T
1675378202.3207095,159,225002,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.8 M,1.2000000476837158,326283.09375,4686070.5,225002.0,19,T
1675378203.3207498,160,225003,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.8 M,1.2000000476837158,326283.09375,4686070.5,225003.0,19,T
1675378204.320695,161,225004,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.8 M,1.2000000476837158,326283.09375,4686070.5,225004.0,19,T
1675378205.321124,162,225005,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.8 M,1.2000000476837158,326283.09375,4686070.5,225005.0,19,T
1675378206.3218927,163,225006,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.8 M,1.2000000476837158,326283.09375,4686070.5,225006.0,19,T
1675378207.321727,164,225007,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.8 M,1.2000000476837158,326283.09375,4686070.5,225007.0,19,T
1675378208.3207793,165,225008,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.8 M,1.2000000476837158,326283.09375,4686070.5,225008.0,19,T
1675378209.321667,166,225009,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.8 M,1.2000000476837158,326283.09375,4686070.5,225009.0,19,T
1675378210.3213122,167,225010,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.8 M,1.2000000476837158,326283.09375,4686070.5,225010.0,19,T
1675378211.3208137,168,225011,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.8 M,1.2000000476837158,326283.09375,4686070.5,225011.0,19,T
1675378212.3202512,169,225012,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.8 M,1.2000000476837158,326283.09375,4686070.5,225012.0,19,T
1675378213.3193672,170,225013,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.8 M,1.2000000476837158,326283.09375,4686070.5,225013.0,19,T
1675378214.3196566,171,225014,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.8 M,1.2000000476837158,326283.09375,4686070.5,225014.0,19,T
1675378215.3193297,172,225015,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.7 M,1.2000000476837158,326282.96875,4686070.5,225015.0,19,T
1675378216.3199248,173,225016,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.7 M,1.2000000476837158,326282.96875,4686070.5,225016.0,19,T
1675378217.319368,174,225017,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.7 M,1.2000000476837158,326282.96875,4686070.5,225017.0,19,T
1675378218.3208299,175,225018,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.7 M,1.2000000476837158,326282.96875,4686070.5,225018.0,19,T
1675378219.3199828,176,225019,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.7 M,1.2000000476837158,326282.96875,4686070.5,225019.0,19,T
1675378220.3194501,177,225020,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.7 M,1.2000000476837158,326282.96875,4686070.5,225020.0,19,T
1675378221.319657,178,225021,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.7 M,1.2000000476837158,326282.96875,4686070.5,225021.0,19,T
1675378222.3198981,179,225022,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.7 M,1.2000000476837158,326282.96875,4686070.5,225022.0,19,T
1675378223.3198004,180,225023,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.7 M,1.2000000476837158,326282.96875,4686070.5,225023.0,19,T
1675378224.3203666,181,225024,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.7 M,1.2000000476837158,326282.96875,4686070.5,225024.0,19,T
1675378225.319441,182,225025,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.7 M,1.2000000476837158,326282.96875,4686070.5,225025.0,19,T
1675378226.3193932,183,225026,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.7 M,1.2000000476837158,326282.96875,4686070.5,225026.0,19,T
1675378227.319339,184,225027,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.7 M,1.2000000476837158,326282.96875,4686070.5,225027.0,19,T
1675378228.319212,185,225028,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.7 M,1.2000000476837158,326282.96875,4686070.5,225028.0,19,T
1675378229.3195498,186,225029,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.7 M,1.2000000476837158,326282.96875,4686070.5,225029.0,19,T
1675378230.320292,187,225030,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.7 M,1.2000000476837158,326282.96875,4686070.5,225030.0,19,T
1675378231.3204083,188,225031,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.7 M,1.2000000476837158,326282.96875,4686070.5,225031.0,19,T
1675378232.319803,189,225032,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.7 M,1.2000000476837158,326282.96875,4686070.5,225032.0,19,T
1675378233.320004,190,225033,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.7 M,1.2000000476837158,326282.96875,4686070.5,225033.0,19,T
1675378234.3202746,191,225034,0,GPS1_Frame,42.3075065612793,-71.10771942138672,18.7 M,1.2000000476837158,326282.96875,4686070.5,225034.0,19,T
